selection file, result

0

[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 38.0, 24.0]
[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0.0, 1, 0, 39.0, 24.0]
[1, 1.0, 0.0, 0, 0, 0, 1, 0, 1, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 0, 0, 1, 0.0, 0, 1, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 1, 1, 0.0, 0.0, 0, 1, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 1, 1, 1.0, 0.0, 0, 0.0, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 0, 1, 1.0, 0.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 0, 0, 1, 1.0, 0, 0.0, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 0, 1, 0.0, 1.0, 0, 0.0, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 1, 0.0, 0.0, 1.0, 0, 0.0, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 0.0, 0, 1, 1.0, 1.0, 0, 0.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 1, 0.0, 1.0, 1.0, 0, 0.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 0, 1, 1.0, 1.0, 0, 0.0, 1.0, 0.0, 1.0, 0, 39.0, 23.0]
[1.0, 1.0, 0.0, 0, 0, 1, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 0, 1, 0.0, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 1, 0.0, 0.0, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 0.0, 1, 1, 1.0, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 23.0]
[1.0, 1.0, 0.0, 0, 0, 1, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 39.0, 23.0]
[1.0, 1.0, 0.0, 1, 1, 0.0, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 39.0, 23.0]
[1, 1.0, 1.0, 0.0, 0, 0, 1, 0, 0, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 1.0, 0.0, 0, 0, 1.0, 0, 1, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 1.0, 0.0, 0, 1, 1.0, 0, 0.0, 1.0, 0.0, 1.0, 0, 38.0, 24.0]
[1.0, 1.0, 1.0, 0.0, 1, 1, 1.0, 0, 1.0, 1.0, 0.0, 1.0, 0, 38.0, 23.0]
[1, 1.0, 1.0, 1.0, 0.0, 0, 0, 0, 1, 1, 0.0, 1, 0, 39.0, 24.0]
[1.0, 1.0, 1.0, 1.0, 0.0, 0, 1, 0, 1.0, 1.0, 0.0, 1.0, 0, 39.0, 23.0]
[1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0.0, 1, 0.0, 1, 0, 38.0, 23.0]
[1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0.0, 0.0, 1, 0, 39.0, 24.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1.0, 1, 0, 37.0, 23.0]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 1.0, 1, 0, 37.0, 24.0]
[0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.0, 1.0, 1, 0, 37.0, 24.0]
[0, 0, 0, 0, 0, 1, 0.0, 0, 0.0, 0.0, 1.0, 1, 0, 37.0, 24.0]
[0, 0, 1, 1, 1, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 1, 0, 37.0, 24.0]
[0, 1, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 0, 0, 37.0, 23.0]
[1, 0.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 1, 0, 37.0, 23.0]
[0, 1.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 1, 0, 37.0, 22.0]
[1, 1.0, 0.0, 0, 0, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 22.0]
[0, 1, 1.0, 1.0, 1.0, 0.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 22.0]
[0, 1, 0, 0, 0, 1.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 22.0]
[1, 0.0, 0, 0, 1, 1.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 24.0]
[1, 0.0, 0, 1, 0.0, 1.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 24.0]
[1, 0.0, 1, 0.0, 0.0, 1.0, 0.0, 0, 0.0, 0.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 0, 1, 1, 1.0, 0, 0.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 0, 1, 0.0, 1, 1.0, 0, 0.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 0.0, 0.0, 1, 1.0, 0, 0.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 1, 1.0, 0.0, 1.0, 0, 0.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 1, 1, 1, 1, 0, 1.0, 0.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 1, 1.0, 0.0, 0, 0, 0, 0, 1.0, 0.0, 1.0, 0.0, 0, 37.0, 22.0]
[1, 0.0, 1.0, 0.0, 0, 0, 0, 0, 1.0, 0.0, 1.0, 0.0, 0, 37.0, 24.0]
[1, 0.0, 1.0, 0.0, 0, 1, 1, 0, 1.0, 0.0, 1.0, 0.0, 0, 37.0, 23.0]
[1, 0.0, 1.0, 0.0, 1, 0.0, 1, 0, 1.0, 0.0, 1.0, 0.0, 0, 37.0, 23.0]
[0, 0, 0, 0, 0, 1, 1, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 0, 1, 1, 0.0, 1, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 0.0, 1, 0.0, 1, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 1.0, 0.0, 0.0, 1, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 0, 1, 1, 1.0, 0.0, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 0.0, 1, 1.0, 0.0, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 1, 1.0, 0.0, 1.0, 0.0, 0, 1.0, 0.0, 1.0, 1.0, 0, 37.0, 23.0]
[0, 0, 0, 0, 0, 0, 1, 0, 1, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 0, 0, 1, 0.0, 0, 1, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 0, 1, 0.0, 0.0, 0, 1, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 1, 0.0, 0.0, 0.0, 0, 1, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 1, 0.0, 0.0, 0.0, 0.0, 0, 1, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1.0, 1.0, 0.0, 0, 37.0, 22.0]
[1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 1.0, 1.0, 0.0, 0, 37.0, 23.0]
[0, 0, 0, 0, 1, 1.0, 0.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 1, 0.0, 1.0, 0.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 1, 0.0, 0.0, 1.0, 0.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 1, 1, 1, 1.0, 0.0, 0, 1.0, 1.0, 1.0, 0.0, 0, 37.0, 23.0]
[0, 0, 0, 0, 0, 1, 1.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 0, 1, 0.0, 1.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 1, 0.0, 0.0, 1.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 1, 0.0, 0.0, 0.0, 1.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 24.0]
[0, 0, 0, 1, 1, 1.0, 1.0, 0, 0.0, 1.0, 1.0, 0.0, 0, 37.0, 23.0]
