selection file, running time ps, running time lt

Q3Crelax1,1.99,1.75,0.24
Q3Crelax1,0.00,0.00,0.00


=================================== provenance search ===================================
[19950328, 19950328.0, 0.0, 0.0, 0.0, 1.0]
[19950328, 19950328.0, 0.0, 0.0, 1.0, 0.0]
[19950328, 19950328.0, 0.0, 1.0, 0.0, 0.0]
[19950328, 19950328.0, 1.0, 0.0, 0.0, 0.0]
[19950330, 19950326.0, 0.0, 0.0, 0.0, 0.0]
[19950328, 19950325.0, 0.0, 0.0, 0.0, 0.0]
[19950401.0, 19950328.0, 0.0, 0.0, 0.0, 0.0]
[19950331.0, 19950327.0, 0.0, 0.0, 0.0, 0.0]


=================================== baseline ===================================

