selection file, result

2

[324, 2.0, 1.0, 0.0, 1.0, 1.0]
[184, 2.0, 1.0, 0.0, 0.0, 0.0]
[100, 3.0, 0.0, 0.0, 1.0, 0.0]
[107, 4.0, 1.0, 1.0, 0.0, 0.0]
[204, 3.0, 1.0, 0.0, 0.0, 1.0]
[145, 4.0, 1.0, 0.0, 0.0, 1.0]
[204.0, 3.0, 1.0, 1.0, 0.0, 0.0]

3

[324, 2.0, 1.0, 0.0, 1.0, 1.0]
[184, 2.0, 1.0, 0.0, 0.0, 0.0]
[155, 2.0, 0.0, 0.0, 1.0, 0.0]
[145, 4.0, 1.0, 1.0, 0.0, 0.0]
[204, 3.0, 1.0, 0.0, 0.0, 1.0]
[150, 4.0, 1.0, 0.0, 0.0, 1.0]
[150, 3.0, 0.0, 0.0, 0.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]
[204.0, 3.0, 1.0, 1.0, 0.0, 0.0]

4

[324, 2.0, 1.0, 0.0, 1.0, 1.0]
[206, 1.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[204, 3.0, 1.0, 1.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[200, 2.0, 0.0, 0.0, 0.0, 1.0]
[204, 3.0, 1.0, 0.0, 0.0, 1.0]
[177, 4.0, 0.0, 0.0, 1.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]

5

[324, 2.0, 1.0, 0.0, 1.0, 1.0]
[222, 0.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[219.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[208.0, 3.0, 1.0, 1.0, 0.0, 0.0]
[177, 4.0, 0.0, 0.0, 1.0, 1.0]
[296, 1.0, 0.0, 0.0, 1.0, 1.0]
[222, 3.0, 1.0, 0.0, 0.0, 1.0]
[245, 1.0, 0.0, 0.0, 0.0, 1.0]
[262, 2.0, 1.0, 0.0, 0.0, 1.0]
[274, 3.0, 1.0, 1.0, 0.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]

6

[324, 2.0, 1.0, 0.0, 1.0, 1.0]
[222, 0.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[339, 0.0, 1.0, 1.0, 0.0, 0.0]
[219.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[208.0, 3.0, 1.0, 1.0, 0.0, 0.0]
[300, 1.0, 0.0, 0.0, 1.0, 1.0]
[300, 2.0, 1.0, 0.0, 0.0, 1.0]
[285, 3.0, 1.0, 1.0, 0.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]
[222.0, 3.0, 1.0, 0.0, 0.0, 1.0]

7

[339, 2.0, 1.0, 0.0, 1.0, 1.0]
[222, 0.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[342, 0.0, 1.0, 1.0, 0.0, 0.0]
[219.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[208.0, 3.0, 1.0, 1.0, 0.0, 0.0]
[350, 2.0, 1.0, 1.0, 0.0, 1.0]
[350, 2.0, 0.0, 1.0, 1.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]
[222.0, 3.0, 1.0, 0.0, 0.0, 1.0]
[285.0, 3.0, 1.0, 1.0, 0.0, 1.0]

8

[339, 2.0, 1.0, 0.0, 1.0, 1.0]
[222, 0.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[342, 0.0, 1.0, 1.0, 0.0, 0.0]
[219.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[208.0, 3.0, 1.0, 1.0, 0.0, 0.0]
[364, 2.0, 1.0, 1.0, 1.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]
[222.0, 3.0, 1.0, 0.0, 0.0, 1.0]
[285.0, 3.0, 1.0, 1.0, 0.0, 1.0]

9

[339, 2.0, 1.0, 0.0, 1.0, 1.0]
[222, 0.0, 1.0, 0.0, 0.0, 0.0]
[166, 2.0, 0.0, 0.0, 1.0, 0.0]
[182, 4.0, 0.0, 1.0, 1.0, 0.0]
[342, 0.0, 1.0, 1.0, 0.0, 0.0]
[219.0, 1.0, 1.0, 0.0, 0.0, 0.0]
[189.0, 2.0, 1.0, 0.0, 0.0, 0.0]
[208.0, 3.0, 1.0, 1.0, 0.0, 0.0]
[364, 2.0, 1.0, 1.0, 1.0, 1.0]
[101.0, 3.0, 0.0, 0.0, 1.0, 0.0]
[222.0, 3.0, 1.0, 0.0, 0.0, 1.0]
[285.0, 3.0, 1.0, 1.0, 0.0, 1.0]
